1 3 237.0
1 4 75.0
1 5 13754.0
1 6 9616.0
1 7 8434.0
1 8 7251.0
1 9 350.0
1 10 676.0
1 11 2352.0
1 12 1866.0
1 13 872.0
1 14 349.0
1 15 765.0
1 16 5200.0
1 18 14796.0
1 19 514.0
1 20 883.0
1 21 623.0
1 22 13237.0
1 23 3989.0
1 24 1713.0
1 25 1322.0
1 26 177.0
1 27 1813.0
1 28 15.0
1 29 5078.0
1 30 206.0
1 31 38.0
3 4 17717.0
3 5 1470.0
3 6 93.0
3 7 56.0
3 8 51.0
3 9 1580.0
3 10 5447.0
3 11 8751.0
3 12 20.0
3 13 6.0
3 14 665.0
3 15 144.0
3 16 2917.0
3 18 946.0
3 19 3.0
3 20 21333.0
3 21 10225.0
3 22 3207.0
3 23 187.0
3 24 50.0
3 25 42.0
3 26 20.0
3 27 5.0
3 28 3.0
3 29 4375.0
3 30 443.0
3 31 4.0
4 5 1015.0
4 6 54.0
4 7 37.0
4 8 13.0
4 9 618.0
4 10 2119.0
4 11 4653.0
4 12 14.0
4 13 3.0
4 14 60.0
4 15 135.0
4 16 1986.0
4 18 216.0
4 20 7979.0
4 21 5796.0
4 22 643.0
4 23 47.0
4 24 17.0
4 25 5.0
4 26 9.0
4 27 2.0
4 28 4.0
4 29 905.0
4 30 396.0
5 6 5430.0
5 7 9254.0
5 8 5209.0
5 9 2816.0
5 10 3165.0
5 11 7321.0
5 12 3339.0
5 13 2037.0
5 14 1345.0
5 15 1397.0
5 16 14654.0
5 18 9417.0
5 19 266.0
5 20 2530.0
5 21 1873.0
5 22 11539.0
5 23 2055.0
5 24 1139.0
5 25 532.0
5 26 165.0
5 27 1321.0
5 28 52.0
5 29 4297.0
5 30 461.0
5 31 12.0
6 7 18176.0
6 8 16576.0
6 9 238.0
6 10 311.0
6 11 878.0
6 12 300.0
6 13 1686.0
6 14 71.0
6 15 4103.0
6 16 5226.0
6 18 6519.0
6 19 134.0
6 20 190.0
6 21 172.0
6 22 5019.0
6 23 5258.0
6 24 2009.0
6 25 1446.0
6 26 58.0
6 27 632.0
6 28 398.0
6 29 3510.0
6 30 309.0
6 31 79.0
7 8 36783.0
7 9 725.0
7 10 865.0
7 11 3955.0
7 12 1189.0
7 13 2483.0
7 14 1658.0
7 15 6065.0
7 16 18955.0
7 18 3459.0
7 19 80.0
7 20 90.0
7 21 68.0
7 22 2962.0
7 23 3132.0
7 24 1897.0
7 25 582.0
7 26 60.0
7 27 345.0
7 28 753.0
7 29 3244.0
7 30 2840.0
7 31 36.0
8 9 215.0
8 10 354.0
8 11 1808.0
8 12 662.0
8 13 2641.0
8 14 1037.0
8 15 3230.0
8 16 12412.0
8 18 3112.0
8 19 69.0
8 20 175.0
8 21 134.0
8 22 2751.0
8 23 3002.0
8 24 1125.0
8 25 431.0
8 26 52.0
8 27 301.0
8 28 252.0
8 29 2528.0
8 30 196.0
8 31 33.0
9 10 4580.0
9 11 8241.0
9 12 270.0
9 13 96.0
9 14 1120.0
9 15 140.0
9 16 6450.0
9 18 343.0
9 20 2161.0
9 21 1636.0
9 22 3563.0
9 23 198.0
9 24 452.0
9 25 229.0
9 26 149.0
9 27 5.0
9 28 61.0
9 29 7555.0
9 30 1196.0
9 31 42.0
