4 22 19.0
4 25 42.0
4 26 49.0
4 27 3.0
4 29 5.0
4 30 4470.0
4 31 7.0
4 32 9.0
4 34 328.0
4 35 4248.0
4 36 18.0
4 39 85.0
4 40 1231.0
4 41 1.0
4 44 486.0
4 47 2.0
4 48 5.0
4 51 80.0
4 52 139.0
4 53 19.0
4 55 20.0
4 56 237.0
4 57 132.0
4 58 15.0
4 60 294.0
4 61 2535.0
4 62 27.0
4 63 1.0
4 65 256.0
4 66 1888.0
4 67 120.0
4 70 207.0
4 71 2.0
4 82 3.0
4 87 1.0
4 88 2.0
4 92 39.0
4 96 1.0
6 10 19.0
6 11 3.0
6 15 2.0
6 23 1.0
6 26 13.0
6 27 24.0
6 31 106.0
6 32 2837.0
6 33 47.0
6 35 1.0
6 36 43.0
6 37 2575.0
6 38 296.0
6 41 3.0
6 42 85.0
6 43 16.0
6 49 13.0
6 51 1.0
6 52 14.0
6 53 43.0
6 56 3.0
6 57 136.0
6 58 164.0
6 59 3.0
6 61 1.0
6 62 105.0
6 63 2030.0
6 64 403.0
6 67 1.0
6 68 1192.0
6 69 864.0
6 78 1.0
6 83 2.0
6 84 15.0
6 88 15.0
6 89 73.0
6 90 2.0
6 94 320.0
6 104 16.0
9 10 424.0
9 11 2.0
9 14 306.0
9 15 364.0
9 16 65.0
9 17 6.0
9 20 1.0
9 31 67.0
9 32 3.0
9 35 109.0
9 36 254.0
9 37 24.0
9 40 87.0
9 41 180.0
9 42 103.0
9 44 7.0
9 57 24.0
9 62 46.0
10 11 1670.0
10 14 3503.0
10 15 5316.0
10 16 1277.0
10 17 22.0
10 18 59.0
10 19 2.0
10 20 28.0
10 21 1.0
10 22 5.0
10 25 137.0
10 26 77.0
10 27 23.0
10 30 154.0
10 31 5548.0
10 32 589.0
10 34 1.0
10 35 552.0
10 36 11605.0
10 37 757.0
10 40 643.0
10 41 3302.0
10 42 719.0
10 43 38.0
10 44 112.0
10 45 18.0
10 48 3.0
10 49 2.0
10 51 20.0
10 52 20.0
10 53 8.0
10 56 49.0
10 57 3027.0
10 58 51.0
10 61 67.0
10 62 4750.0
10 63 49.0
10 66 232.0
10 67 246.0
10 68 24.0
10 70 138.0
10 71 14.0
10 82 2.0
10 92 1.0
10 93 1.0
10 94 14.0
10 96 7.0
10 97 1.0
11 14 5.0
11 15 252.0
11 16 963.0
11 17 20.0
11 20 30.0
11 25 2.0
11 26 1.0
11 27 2.0
11 30 2.0
11 31 767.0
11 32 21.0
11 33 2.0
11 35 14.0
11 36 2211.0
11 37 1007.0
11 38 7.0
11 40 4.0
11 41 227.0
11 42 505.0
11 43 14.0
11 45 2.0
11 46 10.0
11 52 1.0
11 53 1.0
11 57 807.0
11 58 3.0
11 62 1573.0
11 63 161.0
11 64 1.0
11 67 68.0
11 68 195.0
11 69 1.0
11 71 1.0
11 72 11.0
11 94 1.0
14 15 3946.0
14 16 59.0
14 18 79.0
14 19 1.0
14 20 5.0
14 31 314.0
14 32 10.0
14 35 263.0
14 36 3169.0
14 37 45.0
14 40 706.0
14 41 2462.0
14 42 348.0
14 44 34.0
14 57 96.0
14 61 2.0
14 62 415.0
14 66 1.0
15 16 1090.0
15 17 33.0
15 18 79.0
15 19 2.0
15 20 131.0
15 23 2.0
15 25 2.0
15 26 19.0
15 27 9.0
15 30 6.0
15 31 1079.0
15 32 22.0
15 35 1024.0
15 36 5956.0
15 37 371.0
15 40 1245.0
15 41 4886.0
15 42 1853.0
15 43 47.0
15 44 60.0
15 45 18.0
15 49 2.0
15 51 1.0
15 52 17.0
15 53 11.0
15 57 553.0
15 58 2.0
15 61 104.0
15 62 2078.0
15 63 5.0
15 66 3.0
15 67 29.0
15 68 3.0
15 94 1.0
16 17 41.0
16 20 161.0
16 31 137.0
16 35 209.0
16 36 1475.0
16 37 371.0
16 40 27.0
16 41 383.0
16 42 744.0
16 43 50.0
16 44 1.0
16 57 140.0
16 62 712.0
17 35 4.0
17 36 10.0
17 37 7.0
17 41 3.0
17 42 34.0
18 31 1.0
18 35 2.0
18 36 50.0
18 37 2.0
18 40 5.0
18 41 67.0
18 42 19.0
18 44 7.0
18 62 1.0
19 44 1.0
19 45 1.0
20 35 6.0
20 36 44.0
20 37 29.0
20 40 5.0
20 41 44.0
20 42 97.0
20 62 1.0
21 22 446.0
21 25 788.0
21 26 450.0
21 30 710.0
21 31 502.0
21 32 4.0
21 35 17.0
21 36 2.0
21 37 1.0
21 47 11.0
21 48 11.0
21 50 1.0
21 51 660.0
21 52 314.0
21 56 604.0
21 57 605.0
21 60 5.0
21 61 47.0
21 62 30.0
21 66 1.0
21 67 1.0
21 82 8.0
21 83 2.0
21 87 23.0
21 88 3.0
21 92 1.0
21 102 2.0
22 23 45.0
22 25 2538.0
22 26 4060.0
22 27 183.0
22 30 3218.0
22 31 2566.0
22 32 63.0
22 35 30.0
22 36 18.0
22 37 9.0
22 41 1.0
22 47 37.0
22 48 325.0
22 49 76.0
22 50 5.0
22 51 2953.0
22 52 2669.0
22 53 150.0
22 54 4.0
22 56 3673.0
22 57 2430.0
22 58 148.0
22 60 5.0
22 61 432.0
22 62 141.0
22 63 59.0
22 66 21.0
22 67 3.0
22 68 1.0
22 70 2.0
22 77 13.0
22 78 8.0
22 82 32.0
22 83 5.0
22 84 1.0
22 87 257.0
22 88 4.0
22 89 2.0
22 92 1.0
22 102 9.0
23 26 528.0
23 27 4003.0
23 28 1.0
23 30 45.0
23 31 1402.0
23 32 2893.0
23 35 1.0
23 36 58.0
23 37 44.0
23 41 3.0
23 48 4.0
23 49 139.0
23 51 20.0
23 52 573.0
23 53 3540.0
23 54 27.0
23 56 36.0
23 57 284.0
23 58 2426.0
23 62 89.0
23 63 663.0
23 68 17.0
23 69 1.0
23 72 1.0
23 77 1.0
23 79 3.0
23 83 6.0
23 84 74.0
23 89 6.0
25 26 6175.0
25 27 27.0
25 29 6.0
25 30 7064.0
25 31 5302.0
25 32 52.0
25 34 62.0
25 35 673.0
25 36 242.0
25 37 7.0
25 39 12.0
25 40 110.0
25 41 45.0
25 42 1.0
25 44 8.0
25 47 279.0
25 48 615.0
25 49 1.0
25 50 29.0
25 51 6351.0
25 52 3234.0
25 53 124.0
25 55 5.0
25 56 7554.0
25 57 5349.0
25 58 55.0
25 60 77.0
25 61 2114.0
25 62 816.0
25 63 33.0
25 65 7.0
25 66 248.0
25 67 63.0
25 68 1.0
25 70 39.0
25 77 26.0
25 78 50.0
25 82 445.0
25 83 160.0
25 84 1.0
25 87 925.0
25 88 80.0
25 92 9.0
25 93 3.0
25 94 1.0
25 102 21.0
26 27 4663.0
26 28 62.0
26 29 10.0
26 30 6081.0
26 31 11450.0
26 32 3322.0
26 35 202.0
26 36 855.0
26 37 430.0
26 40 2.0
26 41 47.0
26 42 1.0
26 44 1.0
26 47 107.0
26 48 638.0
26 49 785.0
26 50 31.0
26 51 4791.0
26 52 13757.0
26 53 3369.0
26 54 144.0
26 55 1.0
26 56 9127.0
26 57 13749.0
26 58 4725.0
26 59 52.0
26 60 22.0
26 61 2634.0
26 62 4323.0
26 63 2186.0
26 64 6.0
26 66 220.0
26 67 1847.0
26 68 353.0
26 69 5.0
26 70 16.0
26 72 14.0
26 77 74.0
26 78 50.0
26 79 29.0
26 82 270.0
26 83 2939.0
26 84 53.0
26 87 1942.0
26 88 2788.0
26 89 41.0
26 90 2.0
26 92 648.0
26 93 483.0
26 94 21.0
26 102 39.0
27 28 75.0
27 30 234.0
27 31 5373.0
27 32 9389.0
27 33 2.0
27 35 33.0
27 36 537.0
27 37 439.0
27 41 28.0
27 48 44.0
27 49 774.0
27 50 3.0
27 51 270.0
27 52 2795.0
27 53 8088.0
27 54 394.0
27 56 327.0
27 57 3250.0
27 58 8892.0
27 59 70.0
27 61 14.0
27 62 868.0
27 63 2921.0
27 64 7.0
27 66 1.0
27 67 20.0
27 68 58.0
27 69 2.0
27 72 3.0
27 77 11.0
27 78 6.0
27 79 58.0
27 83 133.0
27 84 165.0
27 85 4.0
27 87 11.0
27 88 51.0
27 89 48.0
27 90 2.0
27 92 1.0
27 93 1.0
27 94 5.0
27 102 1.0
27 104 3.0
28 31 47.0
28 32 29.0
28 36 1.0
28 37 1.0
28 52 30.0
28 53 45.0
28 54 1.0
28 57 31.0
28 58 22.0
28 63 2.0
29 30 216.0
29 31 39.0
29 34 42.0
29 35 173.0
29 36 1.0
29 39 15.0
29 40 10.0
29 44 6.0
29 52 12.0
29 55 22.0
29 56 29.0
29 57 32.0
29 58 2.0
29 60 86.0
29 61 173.0
29 62 1.0
29 65 40.0
29 66 50.0
29 67 2.0
29 83 2.0
29 92 10.0
29 96 1.0
30 31 16055.0
30 32 1696.0
30 34 1382.0
30 35 32367.0
30 36 1146.0
30 37 47.0
30 39 375.0
30 40 2472.0
30 41 72.0
30 42 6.0
30 44 793.0
30 47 5016.0
